Frame number,RHip - x,RHip - y,RKnee - x,RKnee - y,RAnkle - x,RAnkle - y,LHip - x,LHip - y,LKnee - x,LKnee - y,LAnkle - x,LAnkle - y,participant,type,jump_count
34.0,-1,-1,1252,328,1210,657,-1,-1,1252,328,1210,657,P1,cmj-left,1
35.0,-1,-1,-1,-1,1043,657,-1,-1,-1,-1,1252,586,P1,cmj-left,1
36.0,-1,-1,1001,352,1252,516,-1,-1,-1,-1,1252,516,P1,cmj-left,1
37.0,-1,-1,-1,-1,1252,493,-1,-1,-1,-1,1252,493,P1,cmj-left,1
38.0,-1,-1,-1,-1,1210,422,-1,-1,1252,164,1252,446,P1,cmj-left,1
39.0,-1,-1,-1,-1,1210,422,-1,-1,-1,-1,1252,422,P1,cmj-left,1
40.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,1
41.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,1
42.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,1
43.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,1
44.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,1
45.0,-1,-1,-1,-1,1252,352,-1,-1,-1,-1,1252,352,P1,cmj-left,1
46.0,-1,-1,-1,-1,1043,399,-1,-1,-1,-1,1252,352,P1,cmj-left,1
47.0,-1,-1,-1,-1,1252,352,-1,-1,-1,-1,1252,375,P1,cmj-left,1
48.0,-1,-1,-1,-1,1252,375,-1,-1,-1,-1,1252,375,P1,cmj-left,1
49.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,1
50.0,-1,-1,1252,187,1252,446,-1,-1,1252,187,1252,446,P1,cmj-left,1
51.0,-1,-1,1252,211,1252,493,-1,-1,1252,211,1252,469,P1,cmj-left,1
52.0,-1,-1,1293,328,1252,563,-1,-1,1001,375,-1,-1,P1,cmj-left,1
53.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,1
54.0,-1,-1,1252,399,1168,657,-1,-1,1085,375,960,704,P1,cmj-left,1
55.0,-1,-1,1085,422,918,774,-1,-1,1252,446,1168,680,P1,cmj-left,1
56.0,-1,-1,1126,446,918,774,-1,-1,1293,422,1168,704,P1,cmj-left,1
57.0,-1,-1,1168,446,918,774,1252,211,1293,469,1168,704,P1,cmj-left,1
58.0,-1,-1,1168,469,918,774,1252,234,1293,469,1168,704,P1,cmj-left,1
59.0,1043,46,1168,446,918,774,1210,93,1293,469,1168,704,P1,cmj-left,1
60.0,1043,23,1126,446,918,751,1210,46,1293,446,1168,704,P1,cmj-left,1
61.0,-1,-1,1126,422,918,751,-1,-1,1293,399,1168,704,P1,cmj-left,1
62.0,-1,-1,1085,422,918,751,-1,-1,1293,399,1168,680,P1,cmj-left,1
63.0,-1,-1,1085,399,918,727,-1,-1,1252,399,1168,680,P1,cmj-left,1
64.0,-1,-1,1085,375,1168,680,-1,-1,1085,399,960,727,P1,cmj-left,1
65.0,-1,-1,1043,399,918,727,-1,-1,1252,375,1168,680,P1,cmj-left,1
66.0,-1,-1,1043,399,918,727,-1,-1,1252,422,1168,680,P1,cmj-left,1
67.0,-1,-1,1043,375,960,727,-1,-1,1043,375,1168,680,P1,cmj-left,1
68.0,-1,-1,1043,375,1168,680,-1,-1,1043,375,960,727,P1,cmj-left,1
69.0,-1,-1,1001,399,1168,704,-1,-1,1001,399,960,727,P1,cmj-left,1
70.0,-1,-1,1001,399,1168,704,-1,-1,1001,399,960,727,P1,cmj-left,1
71.0,-1,-1,1001,399,1168,704,-1,-1,1001,422,960,727,P1,cmj-left,1
72.0,-1,-1,1001,399,1168,704,-1,-1,1001,422,960,727,P1,cmj-left,1
73.0,-1,-1,1001,375,1168,704,-1,-1,1043,375,960,727,P1,cmj-left,1
74.0,-1,-1,1210,305,1168,704,-1,-1,1043,375,960,727,P1,cmj-left,1
75.0,-1,-1,1001,399,960,727,-1,-1,1210,328,1126,704,P1,cmj-left,1
76.0,-1,-1,1001,399,1168,704,-1,-1,1043,399,960,727,P1,cmj-left,1
77.0,-1,-1,1001,399,918,727,-1,-1,-1,-1,1168,704,P1,cmj-left,1
78.0,-1,-1,1001,375,918,727,-1,-1,1210,305,1168,680,P1,cmj-left,1
79.0,-1,-1,1210,328,1168,704,-1,-1,1001,399,960,727,P1,cmj-left,1
80.0,-1,-1,1001,399,1168,704,-1,-1,1001,399,960,727,P1,cmj-left,1
81.0,-1,-1,1001,399,1168,704,-1,-1,1001,399,960,727,P1,cmj-left,1
1.0,-1,-1,1252,399,1210,704,-1,-1,1043,422,1001,727,P1,cmj-left,2
2.0,-1,-1,1252,422,1210,704,-1,-1,1043,446,1001,751,P1,cmj-left,2
3.0,-1,-1,1252,446,1210,704,-1,-1,1043,446,1001,727,P1,cmj-left,2
4.0,-1,-1,1085,399,1001,727,-1,-1,1252,399,1210,704,P1,cmj-left,2
5.0,-1,-1,1085,399,1001,727,-1,-1,1252,375,1210,704,P1,cmj-left,2
6.0,-1,-1,1085,422,1001,727,-1,-1,-1,-1,1210,704,P1,cmj-left,2
7.0,-1,-1,1085,399,1043,727,-1,-1,1252,375,1210,704,P1,cmj-left,2
8.0,-1,-1,1293,399,1210,704,-1,-1,1126,399,1043,727,P1,cmj-left,2
9.0,-1,-1,1293,399,1210,704,-1,-1,1126,399,1043,727,P1,cmj-left,2
10.0,-1,-1,1126,422,1043,727,-1,-1,1335,399,1210,704,P1,cmj-left,2
11.0,-1,-1,1168,399,1043,751,1210,117,1335,375,1210,704,P1,cmj-left,2
12.0,-1,-1,1168,399,1001,774,1168,93,1335,399,1210,704,P1,cmj-left,2
13.0,1001,70,1168,422,1043,751,1210,93,1377,422,1210,704,P1,cmj-left,2
14.0,1001,93,1210,422,1043,751,1168,117,1377,422,1210,727,P1,cmj-left,2
15.0,1001,117,1210,446,1043,751,1210,140,1377,422,1210,727,P1,cmj-left,2
16.0,1043,140,1210,446,1043,774,1252,164,1419,422,1210,727,P1,cmj-left,2
17.0,1001,164,1210,446,1043,774,1210,164,1419,422,1210,727,P1,cmj-left,2
18.0,1001,187,1210,469,1043,774,1210,187,1419,446,1210,727,P1,cmj-left,2
19.0,1001,187,1210,493,1043,774,1168,211,1419,446,1210,727,P1,cmj-left,2
20.0,1001,211,1210,446,1043,774,1168,211,1419,446,1210,727,P1,cmj-left,2
21.0,1043,258,1252,469,1043,774,1252,281,1460,446,1210,727,P1,cmj-left,2
22.0,1043,281,1252,469,1043,774,1252,305,1460,469,1210,727,P1,cmj-left,2
23.0,1043,281,1252,469,1043,774,1252,305,1460,469,1210,727,P1,cmj-left,2
24.0,1001,281,1252,469,1043,774,1252,281,1460,469,1210,727,P1,cmj-left,2
25.0,1001,281,1252,493,1043,774,1252,281,1460,469,1210,727,P1,cmj-left,2
26.0,1001,281,1252,493,1043,798,1252,305,1460,469,1210,727,P1,cmj-left,2
27.0,1001,281,1252,493,1043,798,1252,305,1460,469,1210,727,P1,cmj-left,2
28.0,1001,281,1293,493,1043,774,1252,281,1460,469,1210,704,P1,cmj-left,2
29.0,1043,281,1293,493,1043,774,1252,281,1460,469,1210,704,P1,cmj-left,2
30.0,1043,258,1293,493,1043,774,1252,258,1460,446,1210,704,P1,cmj-left,2
31.0,1043,187,1293,469,1043,774,1210,211,1460,446,1210,704,P1,cmj-left,2
32.0,1043,164,1293,493,1043,751,1210,187,1460,422,1210,704,P1,cmj-left,2
33.0,1085,187,1293,446,1043,751,1252,187,1419,422,1252,704,P1,cmj-left,2
34.0,1043,140,1293,446,1043,751,1210,164,1419,422,1252,704,P1,cmj-left,2
35.0,-1,-1,1293,422,1043,751,1210,140,1419,399,1252,680,P1,cmj-left,2
36.0,-1,-1,1252,422,1043,751,-1,-1,1377,422,1252,680,P1,cmj-left,2
37.0,-1,-1,1210,399,1043,704,-1,-1,1377,375,1252,680,P1,cmj-left,2
38.0,-1,-1,1168,399,1043,704,-1,-1,1335,399,1252,680,P1,cmj-left,2
39.0,1377,234,1377,258,1377,305,1377,234,1377,258,1377,305,P1,cmj-left,2
40.0,1377,234,1377,258,1377,305,1377,234,1377,258,1377,305,P1,cmj-left,2
41.0,1377,234,1377,258,1377,305,1377,211,1377,258,1377,305,P1,cmj-left,2
42.0,1377,234,1377,258,1377,305,1377,234,1377,258,1377,305,P1,cmj-left,2
43.0,1377,234,1377,258,1377,305,1377,234,1377,258,1377,305,P1,cmj-left,2
44.0,1377,234,1377,258,1377,305,1377,234,1377,258,1252,375,P1,cmj-left,2
45.0,1377,234,1377,258,1377,305,1377,234,1377,281,1377,305,P1,cmj-left,2
46.0,-1,-1,-1,-1,1293,305,-1,-1,-1,-1,-1,-1,P1,cmj-left,2
47.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,2
48.0,-1,-1,1168,93,1335,328,-1,-1,-1,-1,1335,328,P1,cmj-left,2
49.0,-1,-1,1210,93,1210,399,-1,-1,1335,93,1377,352,P1,cmj-left,2
50.0,-1,-1,-1,-1,1210,446,-1,-1,-1,-1,1377,375,P1,cmj-left,2
51.0,-1,-1,-1,-1,1377,446,-1,-1,-1,-1,1377,446,P1,cmj-left,2
52.0,-1,-1,-1,-1,1168,540,-1,-1,-1,-1,-1,-1,P1,cmj-left,2
53.0,-1,-1,1168,399,1168,610,-1,-1,-1,-1,1377,540,P1,cmj-left,2
54.0,-1,-1,-1,-1,1168,657,-1,-1,-1,-1,1335,586,P1,cmj-left,2
55.0,-1,-1,-1,-1,1168,704,-1,-1,-1,-1,1293,633,P1,cmj-left,2
56.0,-1,-1,1293,422,1085,751,-1,-1,1419,422,1252,704,P1,cmj-left,2
57.0,-1,-1,1335,469,1085,821,-1,-1,1419,469,1252,727,P1,cmj-left,2
58.0,-1,-1,1377,493,1085,821,-1,-1,1419,493,1252,727,P1,cmj-left,2
59.0,-1,-1,1419,493,1085,821,-1,-1,1460,493,1252,727,P1,cmj-left,2
60.0,-1,-1,1419,493,1085,821,-1,-1,1419,493,1085,798,P1,cmj-left,2
61.0,-1,-1,1377,493,1085,821,-1,-1,1460,469,1252,727,P1,cmj-left,2
62.0,-1,-1,1377,469,1085,821,-1,-1,1460,446,1252,727,P1,cmj-left,2
63.0,-1,-1,1335,446,1085,798,-1,-1,1377,446,1252,704,P1,cmj-left,2
64.0,-1,-1,1293,422,1085,774,-1,-1,1335,422,1252,704,P1,cmj-left,2
65.0,-1,-1,1252,422,1126,751,-1,-1,1335,422,1252,704,P1,cmj-left,2
66.0,-1,-1,1210,446,1085,751,-1,-1,1335,493,1252,704,P1,cmj-left,2
67.0,-1,-1,1210,422,1085,751,-1,-1,1293,446,1252,704,P1,cmj-left,2
68.0,-1,-1,1168,493,1126,751,-1,-1,1293,493,1252,704,P1,cmj-left,2
69.0,-1,-1,1210,422,1085,751,-1,-1,1293,446,1252,704,P1,cmj-left,2
70.0,-1,-1,1168,493,1085,751,-1,-1,1293,493,1252,704,P1,cmj-left,2
71.0,-1,-1,1168,469,1085,751,-1,-1,1293,469,1252,727,P1,cmj-left,2
72.0,-1,-1,1210,422,1085,751,-1,-1,1293,422,1252,704,P1,cmj-left,2
1.0,-1,-1,1168,375,1168,704,-1,-1,1001,399,960,727,P1,cmj-left,3
2.0,-1,-1,1001,399,1168,704,-1,-1,1210,281,1168,704,P1,cmj-left,3
3.0,-1,-1,1210,375,1168,704,-1,-1,1001,422,960,727,P1,cmj-left,3
4.0,-1,-1,1043,399,960,727,-1,-1,1043,399,1168,704,P1,cmj-left,3
5.0,-1,-1,1043,399,960,727,1126,93,1210,375,1168,704,P1,cmj-left,3
6.0,960,23,1043,399,960,727,1126,46,1252,328,1168,680,P1,cmj-left,3
7.0,960,46,1043,399,960,727,1126,46,1252,328,1168,704,P1,cmj-left,3
8.0,918,46,1043,399,960,727,1126,70,1252,375,1168,704,P1,cmj-left,3
9.0,918,70,1085,399,960,727,1126,93,1293,399,1168,704,P1,cmj-left,3
10.0,918,70,1085,422,960,727,1126,93,1293,399,1168,704,P1,cmj-left,3
11.0,918,117,1085,422,960,751,1126,117,1293,399,1168,704,P1,cmj-left,3
12.0,960,164,1085,446,960,751,1126,164,1293,399,1168,704,P1,cmj-left,3
13.0,960,187,1085,446,960,751,1126,187,1293,399,1168,704,P1,cmj-left,3
14.0,918,187,1126,446,960,751,1126,187,1335,422,1168,704,P1,cmj-left,3
15.0,960,211,1126,446,960,751,1168,211,1335,422,1168,704,P1,cmj-left,3
16.0,960,211,1126,446,960,751,1168,234,1335,422,1168,704,P1,cmj-left,3
17.0,960,211,1126,446,960,751,1168,234,1335,422,1168,704,P1,cmj-left,3
18.0,960,211,1126,446,960,751,1168,234,1335,422,1168,704,P1,cmj-left,3
19.0,960,234,1126,446,960,751,1168,258,1335,446,1168,704,P1,cmj-left,3
20.0,960,234,1126,469,960,774,1168,258,1335,446,1168,704,P1,cmj-left,3
21.0,960,258,1126,469,960,774,1168,281,1335,446,1168,704,P1,cmj-left,3
22.0,960,258,1126,469,960,751,1168,281,1335,446,1168,704,P1,cmj-left,3
23.0,960,234,1168,469,960,774,1168,281,1335,446,1168,704,P1,cmj-left,3
24.0,960,234,1168,469,960,751,1168,258,1335,446,1168,704,P1,cmj-left,3
25.0,960,211,1168,469,960,751,1168,258,1335,446,1168,704,P1,cmj-left,3
26.0,960,211,1168,469,960,751,1126,211,1335,446,1168,704,P1,cmj-left,3
27.0,960,234,1168,469,960,751,1126,211,1335,446,1168,704,P1,cmj-left,3
28.0,1001,211,1168,469,960,751,1168,211,1335,422,1168,704,P1,cmj-left,3
29.0,960,164,1168,446,960,727,1168,164,1335,422,1168,680,P1,cmj-left,3
30.0,1001,140,1168,446,960,727,1168,164,1335,399,1168,680,P1,cmj-left,3
31.0,960,117,1168,422,960,727,1168,117,1335,399,1168,680,P1,cmj-left,3
32.0,960,70,1168,399,1001,704,1168,93,1335,375,1168,680,P1,cmj-left,3
33.0,-1,-1,1126,399,1001,704,1168,117,1293,375,1168,680,P1,cmj-left,3
34.0,-1,-1,1126,375,1001,704,-1,-1,-1,-1,1168,680,P1,cmj-left,3
35.0,-1,-1,1085,375,1210,633,-1,-1,1085,375,1001,680,P1,cmj-left,3
36.0,-1,-1,1001,399,1001,657,-1,-1,-1,-1,1001,657,P1,cmj-left,3
37.0,-1,-1,-1,-1,1252,516,-1,-1,-1,-1,1252,516,P1,cmj-left,3
38.0,-1,-1,1001,234,1001,493,-1,-1,1210,211,1252,469,P1,cmj-left,3
39.0,-1,-1,1001,140,960,422,-1,-1,1210,164,1293,493,P1,cmj-left,3
40.0,-1,-1,-1,-1,960,422,-1,-1,-1,-1,1293,493,P1,cmj-left,3
41.0,-1,-1,-1,-1,1293,493,1335,328,1293,375,1293,493,P1,cmj-left,3
42.0,-1,-1,-1,-1,1001,422,-1,-1,-1,-1,-1,-1,P1,cmj-left,3
43.0,-1,-1,-1,-1,1001,422,-1,-1,-1,-1,1001,422,P1,cmj-left,3
44.0,-1,-1,-1,-1,1001,422,-1,-1,-1,-1,1210,375,P1,cmj-left,3
45.0,-1,-1,1210,211,1210,469,-1,-1,-1,-1,1252,493,P1,cmj-left,3
46.0,-1,-1,1001,211,960,540,-1,-1,1210,211,1210,493,P1,cmj-left,3
47.0,-1,-1,-1,-1,1210,516,-1,-1,-1,-1,1252,516,P1,cmj-left,3
48.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,3
49.0,-1,-1,1001,375,1126,680,-1,-1,1001,352,918,704,P1,cmj-left,3
50.0,-1,-1,1085,422,918,751,-1,-1,1252,446,1126,680,P1,cmj-left,3
51.0,-1,-1,1085,446,918,751,1126,117,1252,446,1126,680,P1,cmj-left,3
52.0,-1,-1,1085,422,918,727,1126,140,1252,422,1126,680,P1,cmj-left,3
53.0,-1,-1,1085,422,918,727,-1,-1,1210,469,1126,680,P1,cmj-left,3
54.0,960,140,1043,422,918,727,1168,117,1210,446,1126,680,P1,cmj-left,3
55.0,-1,-1,1043,399,918,727,1085,93,1210,399,1126,680,P1,cmj-left,3
56.0,-1,-1,1001,375,876,727,-1,-1,1168,352,1126,680,P1,cmj-left,3
57.0,-1,-1,960,375,876,727,1085,0,1168,328,1085,680,P1,cmj-left,3
58.0,-1,-1,960,375,876,727,-1,-1,-1,-1,1085,680,P1,cmj-left,3
59.0,-1,-1,1001,328,876,727,-1,-1,1126,352,1085,680,P1,cmj-left,3
60.0,-1,-1,1126,328,1085,680,-1,-1,1126,328,1252,493,P1,cmj-left,3
61.0,-1,-1,1126,328,1085,680,-1,-1,1126,328,1085,680,P1,cmj-left,3
62.0,-1,-1,1126,328,1085,680,-1,-1,1126,328,876,727,P1,cmj-left,3
63.0,-1,-1,918,422,1085,680,-1,-1,1126,328,1085,680,P1,cmj-left,3
64.0,-1,-1,918,422,1085,680,-1,-1,-1,-1,1085,680,P1,cmj-left,3
65.0,-1,-1,918,399,1085,680,-1,-1,-1,-1,1085,680,P1,cmj-left,3
66.0,-1,-1,918,399,1085,680,-1,-1,918,422,876,727,P1,cmj-left,3
67.0,-1,-1,918,399,1085,680,-1,-1,-1,-1,876,727,P1,cmj-left,3
68.0,-1,-1,918,422,1085,680,-1,-1,-1,-1,876,751,P1,cmj-left,3
69.0,-1,-1,1126,328,1085,680,-1,-1,-1,-1,1252,493,P1,cmj-left,3
70.0,-1,-1,918,399,1085,680,-1,-1,-1,-1,1085,680,P1,cmj-left,3
71.0,-1,-1,918,399,876,727,-1,-1,1085,352,1085,680,P1,cmj-left,3
1.0,-1,-1,960,375,918,727,1168,0,1168,305,1126,680,P1,cmj-left,4
2.0,-1,-1,1001,375,918,727,-1,-1,1168,328,1126,680,P1,cmj-left,4
3.0,-1,-1,960,446,1126,680,-1,-1,1210,281,918,727,P1,cmj-left,4
4.0,-1,-1,1001,375,1126,680,-1,-1,1001,375,918,727,P1,cmj-left,4
5.0,-1,-1,1001,375,918,704,-1,-1,1210,328,1126,680,P1,cmj-left,4
6.0,-1,-1,1001,399,1126,680,-1,-1,1001,399,960,727,P1,cmj-left,4
7.0,-1,-1,1001,399,1126,680,-1,-1,1043,399,918,727,P1,cmj-left,4
8.0,-1,-1,1043,399,1126,704,-1,-1,1210,352,918,727,P1,cmj-left,4
9.0,-1,-1,1043,375,960,727,1085,70,1210,375,1126,680,P1,cmj-left,4
10.0,960,23,1043,399,918,727,1126,46,1210,399,1126,680,P1,cmj-left,4
11.0,918,23,1043,399,918,727,1126,70,1252,399,1126,704,P1,cmj-left,4
12.0,918,46,1043,399,960,727,1126,70,1252,375,1126,704,P1,cmj-left,4
13.0,-1,-1,1043,399,960,727,1085,93,1252,375,1126,704,P1,cmj-left,4
14.0,918,70,1085,399,960,704,1085,70,1252,375,1126,704,P1,cmj-left,4
15.0,918,70,1085,422,960,727,1085,93,1252,375,1126,704,P1,cmj-left,4
16.0,918,117,1085,399,918,727,1126,140,1252,399,1168,680,P1,cmj-left,4
17.0,918,117,1085,422,918,751,1085,93,1293,399,1168,680,P1,cmj-left,4
18.0,918,140,1085,422,918,751,1085,140,1293,399,1168,680,P1,cmj-left,4
19.0,918,164,1085,446,918,751,1085,164,1293,399,1168,680,P1,cmj-left,4
20.0,918,187,1085,446,918,751,1085,187,1293,422,1168,680,P1,cmj-left,4
21.0,918,211,1085,446,918,751,1126,211,1293,422,1168,704,P1,cmj-left,4
22.0,918,211,1085,446,960,751,1126,234,1293,422,1168,704,P1,cmj-left,4
23.0,918,234,1126,446,918,751,1126,234,1335,422,1168,704,P1,cmj-left,4
24.0,960,234,1126,446,918,751,1126,258,1335,422,1168,704,P1,cmj-left,4
25.0,960,234,1126,446,960,751,1126,258,1335,422,1168,704,P1,cmj-left,4
26.0,918,234,1126,469,918,774,1168,281,1335,422,1168,704,P1,cmj-left,4
27.0,960,234,1126,469,918,774,1168,281,1335,446,1168,704,P1,cmj-left,4
28.0,960,234,1126,469,918,774,1168,258,1335,446,1168,704,P1,cmj-left,4
29.0,960,211,1168,469,918,751,1168,234,1335,446,1168,704,P1,cmj-left,4
30.0,918,211,1168,469,918,751,1126,211,1335,446,1168,704,P1,cmj-left,4
31.0,918,211,1168,469,918,751,1126,211,1335,446,1168,704,P1,cmj-left,4
32.0,960,234,1168,469,918,751,1168,234,1335,446,1168,704,P1,cmj-left,4
33.0,960,164,1168,469,960,751,1168,187,1335,446,1168,680,P1,cmj-left,4
34.0,960,117,1168,446,960,751,1168,117,1335,422,1168,680,P1,cmj-left,4
35.0,960,117,1168,446,918,751,1168,140,1335,422,1168,680,P1,cmj-left,4
36.0,960,70,1168,422,960,727,1168,93,1335,399,1168,680,P1,cmj-left,4
37.0,960,70,1168,422,960,727,1168,93,1335,375,1168,680,P1,cmj-left,4
38.0,-1,-1,1126,399,960,727,-1,-1,1293,375,1168,680,P1,cmj-left,4
39.0,-1,-1,-1,-1,960,680,-1,-1,-1,-1,960,680,P1,cmj-left,4
40.0,-1,-1,-1,-1,1168,610,-1,-1,-1,-1,960,657,P1,cmj-left,4
41.0,-1,-1,1210,305,1001,657,-1,-1,-1,-1,1210,610,P1,cmj-left,4
42.0,-1,-1,1168,281,1210,540,-1,-1,1168,281,1252,540,P1,cmj-left,4
43.0,-1,-1,-1,-1,1210,493,-1,-1,1210,211,1210,493,P1,cmj-left,4
44.0,-1,-1,1043,164,1168,469,-1,-1,1210,187,1252,493,P1,cmj-left,4
45.0,-1,-1,1210,164,1168,446,-1,-1,1001,187,960,446,P1,cmj-left,4
46.0,-1,-1,1001,164,1001,422,-1,-1,-1,-1,1252,493,P1,cmj-left,4
47.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
48.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
49.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
50.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
51.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
52.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
53.0,-1,-1,-1,-1,1293,493,-1,-1,-1,-1,1293,493,P1,cmj-left,4
54.0,1126,657,-1,-1,-1,-1,1085,657,-1,-1,-1,-1,P1,cmj-left,4
55.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
56.0,-1,-1,-1,-1,1252,422,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
57.0,-1,-1,1210,164,1252,446,-1,-1,1252,164,1252,422,P1,cmj-left,4
58.0,-1,-1,1043,305,1252,540,-1,-1,1252,234,1252,540,P1,cmj-left,4
59.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P1,cmj-left,4
60.0,-1,-1,1085,305,1252,610,-1,-1,1126,305,1043,680,P1,cmj-left,4
61.0,-1,-1,1126,375,1001,727,-1,-1,1252,399,1210,680,P1,cmj-left,4
62.0,-1,-1,1126,422,960,751,-1,-1,1252,422,1168,704,P1,cmj-left,4
63.0,1001,46,1210,446,960,774,1210,117,1335,422,1210,704,P1,cmj-left,4
64.0,1043,46,1210,446,960,774,1210,93,1335,446,1168,704,P1,cmj-left,4
65.0,1043,46,1168,446,960,774,1210,93,1335,422,1210,704,P1,cmj-left,4
66.0,-1,-1,1168,446,960,751,1210,117,1335,422,1168,704,P1,cmj-left,4
67.0,1043,164,1168,422,960,751,1210,117,1293,422,1168,704,P1,cmj-left,4
68.0,-1,-1,1126,422,960,751,1210,117,1293,422,1210,704,P1,cmj-left,4
69.0,-1,-1,1126,399,960,751,1210,117,1293,375,1168,704,P1,cmj-left,4
70.0,-1,-1,1126,375,960,751,-1,-1,1252,399,1168,704,P1,cmj-left,4
71.0,-1,-1,1085,399,960,727,-1,-1,1126,399,1168,680,P1,cmj-left,4
72.0,-1,-1,1043,422,960,727,-1,-1,1252,446,1168,680,P1,cmj-left,4
73.0,-1,-1,1043,422,960,727,-1,-1,1252,446,1168,680,P1,cmj-left,4
74.0,-1,-1,1043,399,960,727,-1,-1,-1,-1,1168,680,P1,cmj-left,4
75.0,-1,-1,1252,305,960,727,-1,-1,1210,305,1168,704,P1,cmj-left,4
76.0,-1,-1,1001,469,960,727,-1,-1,1210,281,1168,704,P1,cmj-left,4
