path,participant,type,jump_count,label
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P4-rsz-fps15/anon_P4-rsz-fps15-cmj-center/anon_P4-rsz-fps15-cmj-center-2.mp4,P4,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P4-rsz-fps15/anon_P4-rsz-fps15-cmj-center/anon_P4-rsz-fps15-cmj-center-3.mp4,P4,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P4-rsz-fps15/anon_P4-rsz-fps15-cmj-center/anon_P4-rsz-fps15-cmj-center-4.mp4,P4,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P4-rsz-fps15/anon_P4-rsz-fps15-dj-center/anon_P4-rsz-fps15-dj-center-1.mp4,P4,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P4-rsz-fps15/anon_P4-rsz-fps15-dj-center/anon_P4-rsz-fps15-dj-center-2.mp4,P4,dj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P4-rsz-fps15/anon_P4-rsz-fps15-dj-center/anon_P4-rsz-fps15-dj-center-3.mp4,P4,dj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-cmj-center/anon_P5-rsz-fps15-cmj-center-1.mp4,P5,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-cmj-center/anon_P5-rsz-fps15-cmj-center-2.mp4,P5,cmj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-cmj-center/anon_P5-rsz-fps15-cmj-center-3.mp4,P5,cmj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-center/anon_P5-rsz-fps15-dj-center-1.mp4,P5,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-center/anon_P5-rsz-fps15-dj-center-2.mp4,P5,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-center/anon_P5-rsz-fps15-dj-center-3.mp4,P5,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-center/anon_P5-rsz-fps15-dj-center-4.mp4,P5,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-center/anon_P5-rsz-fps15-dj-center-5.mp4,P5,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-cmj-center/anon_P6-rsz-fps15-cmj-center-1.mp4,P6,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-cmj-center/anon_P6-rsz-fps15-cmj-center-2.mp4,P6,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-cmj-center/anon_P6-rsz-fps15-cmj-center-3.mp4,P6,cmj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-dj-center/anon_P6-rsz-fps15-dj-center-1.mp4,P6,dj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-dj-center/anon_P6-rsz-fps15-dj-center-2.mp4,P6,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-dj-center/anon_P6-rsz-fps15-dj-center-3.mp4,P6,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-cmj-center/anon_P7-rsz-fps15-cmj-center-1.mp4,P7,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-cmj-center/anon_P7-rsz-fps15-cmj-center-2.mp4,P7,cmj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-cmj-center/anon_P7-rsz-fps15-cmj-center-3.mp4,P7,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-dj-center/anon_P7-rsz-fps15-dj-center-1.mp4,P7,dj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-dj-center/anon_P7-rsz-fps15-dj-center-2.mp4,P7,dj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-dj-center/anon_P7-rsz-fps15-dj-center-3.mp4,P7,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-center/anon_P8-rsz-fps15-cmj-center-1.mp4,P8,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-center/anon_P8-rsz-fps15-cmj-center-2.mp4,P8,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-center/anon_P8-rsz-fps15-cmj-center-3.mp4,P8,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-center/anon_P8-rsz-fps15-cmj-center-4.mp4,P8,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-center/anon_P8-rsz-fps15-cmj-center-5.mp4,P8,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-center/anon_P8-rsz-fps15-dj-center-1.mp4,P8,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-center/anon_P8-rsz-fps15-dj-center-2.mp4,P8,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-center/anon_P8-rsz-fps15-dj-center-3.mp4,P8,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-center/anon_P8-rsz-fps15-dj-center-4.mp4,P8,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-center/anon_P8-rsz-fps15-dj-center-5.mp4,P8,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-center/anon_P9-rsz-fps15-cmj-center-1.mp4,P9,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-center/anon_P9-rsz-fps15-cmj-center-2.mp4,P9,cmj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-center/anon_P9-rsz-fps15-cmj-center-3.mp4,P9,cmj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-center/anon_P9-rsz-fps15-cmj-center-4.mp4,P9,cmj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-center/anon_P9-rsz-fps15-cmj-center-5.mp4,P9,cmj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-center/anon_P9-rsz-fps15-dj-center-1.mp4,P9,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-center/anon_P9-rsz-fps15-dj-center-2.mp4,P9,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-center/anon_P9-rsz-fps15-dj-center-3.mp4,P9,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-center/anon_P9-rsz-fps15-dj-center-4.mp4,P9,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-center/anon_P9-rsz-fps15-dj-center-5.mp4,P9,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-center/anon_P10-rsz-fps15-cmj-center-1.mp4,P10,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-center/anon_P10-rsz-fps15-cmj-center-2.mp4,P10,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-center/anon_P10-rsz-fps15-cmj-center-3.mp4,P10,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-center/anon_P10-rsz-fps15-cmj-center-4.mp4,P10,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-center/anon_P10-rsz-fps15-cmj-center-5.mp4,P10,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-center/anon_P10-rsz-fps15-dj-center-1.mp4,P10,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-center/anon_P10-rsz-fps15-dj-center-2.mp4,P10,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-center/anon_P10-rsz-fps15-dj-center-3.mp4,P10,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-center/anon_P10-rsz-fps15-dj-center-4.mp4,P10,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-center/anon_P10-rsz-fps15-dj-center-5.mp4,P10,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-center/anon_P11-rsz-fps15-cmj-center-1.mp4,P11,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-center/anon_P11-rsz-fps15-cmj-center-2.mp4,P11,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-center/anon_P11-rsz-fps15-cmj-center-3.mp4,P11,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-center/anon_P11-rsz-fps15-cmj-center-4.mp4,P11,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-center/anon_P11-rsz-fps15-cmj-center-5.mp4,P11,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-center/anon_P11-rsz-fps15-dj-center-1.mp4,P11,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-center/anon_P11-rsz-fps15-dj-center-2.mp4,P11,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-center/anon_P11-rsz-fps15-dj-center-3.mp4,P11,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-center/anon_P11-rsz-fps15-dj-center-4.mp4,P11,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-center/anon_P11-rsz-fps15-dj-center-5.mp4,P11,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-center/anon_P12-rsz-fps15-cmj-center-1.mp4,P12,cmj-center,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-center/anon_P12-rsz-fps15-cmj-center-2.mp4,P12,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-center/anon_P12-rsz-fps15-cmj-center-3.mp4,P12,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-center/anon_P12-rsz-fps15-cmj-center-4.mp4,P12,cmj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-center/anon_P12-rsz-fps15-cmj-center-5.mp4,P12,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-center/anon_P12-rsz-fps15-dj-center-1.mp4,P12,dj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-center/anon_P12-rsz-fps15-dj-center-2.mp4,P12,dj-center,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-center/anon_P12-rsz-fps15-dj-center-3.mp4,P12,dj-center,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-center/anon_P12-rsz-fps15-dj-center-4.mp4,P12,dj-center,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-center/anon_P12-rsz-fps15-dj-center-5.mp4,P12,dj-center,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-center/anon_P13-rsz-fps15-cmj-center-1.mp4,P13,cmj-center,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-center/anon_P13-rsz-fps15-cmj-center-2.mp4,P13,cmj-center,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-center/anon_P13-rsz-fps15-cmj-center-3.mp4,P13,cmj-center,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-center/anon_P13-rsz-fps15-cmj-center-4.mp4,P13,cmj-center,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-center/anon_P13-rsz-fps15-cmj-center-5.mp4,P13,cmj-center,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-dj-center/anon_P13-rsz-fps15-dj-center-1.mp4,P13,dj-center,1,0
