path,participant,type,jump_count,label
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P4-rsz-fps15/anon_P4-rsz-fps15-dj-right/anon_P4-rsz-fps15-dj-right-3.mp4,P4,dj-right,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-cmj-right/anon_P5-rsz-fps15-cmj-right-1.mp4,P5,cmj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-cmj-right/anon_P5-rsz-fps15-cmj-right-2.mp4,P5,cmj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-cmj-right/anon_P5-rsz-fps15-cmj-right-3.mp4,P5,cmj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-right/anon_P5-rsz-fps15-dj-right-1.mp4,P5,dj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-right/anon_P5-rsz-fps15-dj-right-2.mp4,P5,dj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-right/anon_P5-rsz-fps15-dj-right-3.mp4,P5,dj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-right/anon_P5-rsz-fps15-dj-right-4.mp4,P5,dj-right,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P5-rsz-fps15/anon_P5-rsz-fps15-dj-right/anon_P5-rsz-fps15-dj-right-5.mp4,P5,dj-right,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-cmj-right/anon_P6-rsz-fps15-cmj-right-1.mp4,P6,cmj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-cmj-right/anon_P6-rsz-fps15-cmj-right-2.mp4,P6,cmj-right,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-cmj-right/anon_P6-rsz-fps15-cmj-right-3.mp4,P6,cmj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-dj-right/anon_P6-rsz-fps15-dj-right-1.mp4,P6,dj-right,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-dj-right/anon_P6-rsz-fps15-dj-right-2.mp4,P6,dj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P6-rsz-fps15/anon_P6-rsz-fps15-dj-right/anon_P6-rsz-fps15-dj-right-3.mp4,P6,dj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-cmj-right/anon_P7-rsz-fps15-cmj-right-1.mp4,P7,cmj-right,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-cmj-right/anon_P7-rsz-fps15-cmj-right-2.mp4,P7,cmj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-cmj-right/anon_P7-rsz-fps15-cmj-right-3.mp4,P7,cmj-right,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-dj-right/anon_P7-rsz-fps15-dj-right-1.mp4,P7,dj-right,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-dj-right/anon_P7-rsz-fps15-dj-right-2.mp4,P7,dj-right,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P7-rsz-fps15/anon_P7-rsz-fps15-dj-right/anon_P7-rsz-fps15-dj-right-3.mp4,P7,dj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-right/anon_P8-rsz-fps15-cmj-right-1.mp4,P8,cmj-right,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-right/anon_P8-rsz-fps15-cmj-right-2.mp4,P8,cmj-right,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-right/anon_P8-rsz-fps15-cmj-right-3.mp4,P8,cmj-right,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-right/anon_P8-rsz-fps15-cmj-right-4.mp4,P8,cmj-right,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-cmj-right/anon_P8-rsz-fps15-cmj-right-5.mp4,P8,cmj-right,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-right/anon_P8-rsz-fps15-dj-right-1.mp4,P8,dj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-right/anon_P8-rsz-fps15-dj-right-2.mp4,P8,dj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-right/anon_P8-rsz-fps15-dj-right-3.mp4,P8,dj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-right/anon_P8-rsz-fps15-dj-right-4.mp4,P8,dj-right,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P8-rsz-fps15/anon_P8-rsz-fps15-dj-right/anon_P8-rsz-fps15-dj-right-5.mp4,P8,dj-right,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-right/anon_P9-rsz-fps15-cmj-right-1.mp4,P9,cmj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-right/anon_P9-rsz-fps15-cmj-right-2.mp4,P9,cmj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-right/anon_P9-rsz-fps15-cmj-right-3.mp4,P9,cmj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-right/anon_P9-rsz-fps15-cmj-right-4.mp4,P9,cmj-right,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-cmj-right/anon_P9-rsz-fps15-cmj-right-5.mp4,P9,cmj-right,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-right/anon_P9-rsz-fps15-dj-right-1.mp4,P9,dj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-right/anon_P9-rsz-fps15-dj-right-2.mp4,P9,dj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-right/anon_P9-rsz-fps15-dj-right-3.mp4,P9,dj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-right/anon_P9-rsz-fps15-dj-right-4.mp4,P9,dj-right,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P9-rsz-fps15/anon_P9-rsz-fps15-dj-right/anon_P9-rsz-fps15-dj-right-5.mp4,P9,dj-right,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-right/anon_P10-rsz-fps15-cmj-right-1.mp4,P10,cmj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-right/anon_P10-rsz-fps15-cmj-right-2.mp4,P10,cmj-right,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-right/anon_P10-rsz-fps15-cmj-right-3.mp4,P10,cmj-right,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-right/anon_P10-rsz-fps15-cmj-right-4.mp4,P10,cmj-right,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-cmj-right/anon_P10-rsz-fps15-cmj-right-5.mp4,P10,cmj-right,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-right/anon_P10-rsz-fps15-dj-right-1.mp4,P10,dj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-right/anon_P10-rsz-fps15-dj-right-2.mp4,P10,dj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-right/anon_P10-rsz-fps15-dj-right-3.mp4,P10,dj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-right/anon_P10-rsz-fps15-dj-right-4.mp4,P10,dj-right,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P10-rsz-fps15/anon_P10-rsz-fps15-dj-right/anon_P10-rsz-fps15-dj-right-5.mp4,P10,dj-right,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-right/anon_P11-rsz-fps15-cmj-right-1.mp4,P11,cmj-right,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-right/anon_P11-rsz-fps15-cmj-right-2.mp4,P11,cmj-right,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-right/anon_P11-rsz-fps15-cmj-right-3.mp4,P11,cmj-right,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-right/anon_P11-rsz-fps15-cmj-right-4.mp4,P11,cmj-right,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-cmj-right/anon_P11-rsz-fps15-cmj-right-5.mp4,P11,cmj-right,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-right/anon_P11-rsz-fps15-dj-right-1.mp4,P11,dj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-right/anon_P11-rsz-fps15-dj-right-2.mp4,P11,dj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-right/anon_P11-rsz-fps15-dj-right-3.mp4,P11,dj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-right/anon_P11-rsz-fps15-dj-right-4.mp4,P11,dj-right,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P11-rsz-fps15/anon_P11-rsz-fps15-dj-right/anon_P11-rsz-fps15-dj-right-5.mp4,P11,dj-right,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-right/anon_P12-rsz-fps15-cmj-right-1.mp4,P12,cmj-right,1,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-right/anon_P12-rsz-fps15-cmj-right-2.mp4,P12,cmj-right,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-right/anon_P12-rsz-fps15-cmj-right-3.mp4,P12,cmj-right,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-right/anon_P12-rsz-fps15-cmj-right-4.mp4,P12,cmj-right,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-cmj-right/anon_P12-rsz-fps15-cmj-right-5.mp4,P12,cmj-right,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-right/anon_P12-rsz-fps15-dj-right-1.mp4,P12,dj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-right/anon_P12-rsz-fps15-dj-right-2.mp4,P12,dj-right,2,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-right/anon_P12-rsz-fps15-dj-right-3.mp4,P12,dj-right,3,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-right/anon_P12-rsz-fps15-dj-right-4.mp4,P12,dj-right,4,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P12-rsz-fps15/anon_P12-rsz-fps15-dj-right/anon_P12-rsz-fps15-dj-right-5.mp4,P12,dj-right,5,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-right/anon_P13-rsz-fps15-cmj-right-1.mp4,P13,cmj-right,1,1
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-right/anon_P13-rsz-fps15-cmj-right-2.mp4,P13,cmj-right,2,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-right/anon_P13-rsz-fps15-cmj-right-3.mp4,P13,cmj-right,3,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-right/anon_P13-rsz-fps15-cmj-right-4.mp4,P13,cmj-right,4,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-cmj-right/anon_P13-rsz-fps15-cmj-right-5.mp4,P13,cmj-right,5,0
/s/babbage/b/nobackup/nblancha/public-datasets/APE-V/clipped_athletic_data_rsz_fps15_every_10th/P13-rsz-fps15/anon_P13-rsz-fps15-dj-right/anon_P13-rsz-fps15-dj-right-1.mp4,P13,dj-right,1,0
